doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
뭐라도 해야겠다면서.	2	2	2	2	2	2	2	2	2	2
생산적인 거 하는 게 낫지.	2	2	2	2	2	2	2	2	2	2
이제 이해가 가네.	2	2	2	2	2	2	2	2	2	2
집안 청소 도와달라고 하려고 비 맞으며 걷기 싫다고 그런 거지.	2	2	2	2	2	2	1	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
이선생님~	2	2	2	2	2	2	2	2	2	2
아 서선생님 회의 특별한 내용 없었죠?	2	2	2	2	2	2	2	2	2	2
네 그보다 이거요.	2	2	2	2	2	2	2	2	2	2
신지 러시아 집 전화 번호요~	2	2	2	2	2	2	2	2	2	2
에?	2	2	2	2	2	2	2	2	2	2
금요일날 저한테 전화왔었거든요.	2	2	2	2	2	2	2	2	2	2
기집애 드디어 씨...!	2	2	2	2	2	2	2	2	2	2
근데요 집에 있는 때가 별로 없다고 밤 11시 이후에 해 달라던데요.	2	2	2	2	2	2	2	2	2	2
에?	2	2	2	2	2	2	2	2	2	2
아니 지가 뭐라고 시간까지 정하고..!	2	2	2	2	2	2	2	2	2	2
아주 웃기고 자빠졌네 보자보자하니까.	2	2	2	2	2	2	1	1	0	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
심슨입니다.	2	2	2	2	2	2	2	2	2	2
전화 바꿨습니다.	2	2	2	2	2	2	2	2	2	2
심슨 씬가요?	2	2	2	2	2	2	2	2	2	2
소아과 병원의 닥터 리입니다.댁의 아드님이 완쾌될 것 같습니다.	2	2	2	2	2	2	2	2	2	2
여러모로 도와주신 데 감사 드립니다, 의사선생님.	2	2	2	2	2	2	2	2	2	2
교환을 불러 드리겠습니다, 교환이 아들 방으로 연결해 드릴 겁니다.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
병원 예약 시간에 맞춰 갔어?	2	2	2	2	2	2	2	2	2	2
아니 하지만 의사가 늦게 와서 별 차이가 없었어.	2	2	2	2	2	2	2	2	2	2
자네 건강은 양호하대?	2	2	2	2	2	2	2	2	2	2
뭐 딱히 그렇지가 않아.	2	2	2	2	2	2	2	2	2	2
뭐가 잘못됐는데?	2	2	2	2	2	2	2	2	2	2
탈장 증세가 있대.	2	2	2	2	2	2	2	2	2	2
수술을 해야 돼?	2	2	2	2	2	2	2	2	2	2
잘 모르겠어.	2	2	2	2	2	2	2	2	2	2
우선 다른 의사의 소견을 들을 거야.	2	2	2	2	2	2	2	2	2	2
자네 의사를 못믿겠어?	2	2	2	2	2	2	2	2	2	2
물론 믿지만 다른 의사가 확증해줬으면 해.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
어제 옛날 고등학교 동창한테서 이메일을 받았어.	2	2	2	2	2	2	2	2	2	2
그게 이상해?	2	2	2	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
걔한테 소식들은지가 정말 오래 됐거든.	2	2	2	2	2	2	2	2	2	2
내 오래된 친구들 대부분하고 연락이 끊겼거든.	2	2	2	2	2	2	2	2	2	2
한두 명 정도만 어떻게 사는지 계속 연락해오는 정도야.	2	2	2	2	2	2	2	2	2	2
사람들이 이사해다니니까 계속 연락하기가 힘들어.	2	2	2	2	2	2	2	2	2	2
맞아.	2	2	2	2	2	2	2	2	2	2
사람들이 소원해지는 거야.	2	2	2	2	2	2	2	2	2	2
우리는 그렇게 되지 않았으면 좋겠어.	2	2	2	2	2	2	2	2	2	2
그런 걱정 할 필요 없다고 생각해.	2	2	2	2	2	2	2	2	2	2
어떻게 그렇게 확신해?	2	2	2	2	2	2	2	2	2	2
좋은 친구가 얼마나 중요한지 알았어.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
이거 아름다운 누비이불 좀 봐.	2	2	2	2	0	2	2	2	2	2
예쁘다.	2	2	2	2	2	2	2	2	2	2
어디서 났어?	2	2	2	2	2	2	2	2	2	2
할머니가 내게 물려주셨어.	2	2	2	2	2	2	2	2	2	2
할머니는 어디서 구입하셨대?	2	2	2	2	2	2	2	2	2	2
산 게 아니야.	2	2	2	2	2	2	2	2	2	2
할머니가 손으로 직접 만드셨어.	2	2	2	2	2	2	2	2	2	2
이런 거 만드시려면 보통 작업을 하신 게 아니겠다.	2	2	2	2	2	2	2	2	2	2
시간도 많이 들고.	2	2	2	2	2	2	2	2	2	2
값어치가 얼마나 되는 거야?	0	2	2	2	2	2	2	2	2	2
이건 가격을 매길 수 없어.	2	2	2	2	2	2	2	2	2	2
진짜 아름다워.	2	2	2	2	2	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
나 부서장 자리에 지원했는데, 경영실에서 연락오길 기다린 게 한 달째야.	2	2	2	2	2	2	2	2	2	2
정말?	2	2	2	2	2	2	2	2	2	2
뭐 이리 오래 걸린다니.	2	2	2	2	2	2	2	2	2	2
점점 인내심을 잃어가고 있어.	2	2	2	2	2	2	2	2	0	2
음, 경영진들이 직원 늘리는 거 때문에 요즘 바빴잖아.	2	2	2	2	2	2	2	2	2	2
조금만 더 기다려봐 John.	2	2	2	2	2	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
아우 엄마..	2	2	2	2	2	2	2	2	2	2
아 아빠 그거 내 오토바이도 아닌데~~	2	2	2	2	2	2	2	2	2	2
시끄러!	2	2	2	2	2	2	1	2	2	2
이거 빌려준 놈도 혼 좀 나야돼~	2	2	2	2	2	2	1	2	2	2
너 이번엔 진짜 용서 못해 핸드폰도 아예 해지시켜버릴꺼야.	2	2	2	2	0	2	1	2	2	2
엄마 엄마 아 씨..	2	2	2	2	2	2	1	2	0	2
형, 한번만 더 도와주라 나 또 걸렸어.	2	2	2	2	2	2	2	2	0	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
안녕 마이클.	2	2	2	2	2	2	2	2	2	2
어떻게 지내?	2	2	2	2	2	2	2	2	2	2
나도 잘 지내지.	2	2	2	2	2	2	2	2	2	2
요즘 뭐 하나?	2	2	2	2	2	2	2	2	2	2
아직 은행에서 일해.	2	2	2	2	2	2	2	2	2	2
자네는?	2	2	2	2	2	2	2	2	2	2
난 은퇴했어.	2	2	2	2	2	2	2	2	2	2
골프 치면서 소일해.	2	2	2	2	2	2	2	2	2	2
잘 됐네.	2	2	2	2	2	2	2	2	2	2
그렇게 오래 열심히 일했으면 됐지.	2	2	2	2	2	2	2	2	2	2
고마워.	2	2	2	2	2	2	2	2	2	2
가족들은 다 무고하지?	2	2	2	2	2	2	2	2	2	2
다 잘 있지.	2	2	2	2	2	2	2	2	2	2
막내 딸은 9월에 대학에 가.	2	2	2	2	2	2	2	2	2	2
정말?	2	2	2	2	2	2	2	2	2	2
참 빨리 컸다.	2	2	2	2	2	2	2	2	2	2
그렇지.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
어머 조심하세요 선생님.	2	2	2	2	2	2	2	2	2	2
어머 안녕하세요 민호어머님.	2	2	2	2	2	2	2	2	2	2
어디 가세요?	2	2	2	2	2	2	2	2	2	2
네 약속이 있어서요.	2	2	2	2	2	2	2	2	2	2
어딘데요?	2	2	2	2	2	2	2	2	2	2
네?	2	2	2	2	2	2	2	2	2	2
명동에서..	2	2	2	2	2	2	2	2	2	2
저도 지금 대학로쪽으로 가는 길인데.	2	2	2	2	2	2	2	2	2	2
그럼 모셔다 드릴께요 타세요.	2	2	2	2	2	2	0	0	2	2
정말요?	2	2	2	2	2	2	2	2	2	2
타세요.	2	2	2	2	2	2	0	2	2	2
네~ 아!	2	2	2	2	2	2	2	2	2	2
어머 괜찮으세요?	2	2	2	2	2	2	0	2	2	2
네 괜찮아요~	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
숨 쉴 틈이 없어.	2	2	2	2	2	2	2	2	2	2
일이 정신 없이 바쁜 가 보네.	2	2	2	2	2	2	2	2	2	2
힘들어도 어쩌겠어.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
안녕 론.	2	2	2	2	2	2	2	2	2	2
어떻게 지내?	2	2	2	2	2	2	2	2	2	2
한동안 못봤는데.	2	2	2	2	2	2	2	2	2	2
아주 바빴어.	2	2	2	2	2	2	2	2	2	2
어떻게 지냈어?	2	2	2	2	2	2	2	2	2	2
나쁘지 않아.	2	2	2	2	2	2	2	2	2	2
살아있으니까.	2	2	2	2	2	2	2	2	2	2
그보다야 더 좋겠지.	2	2	2	2	2	2	2	2	2	2
제니랑 사귄다면서.	2	2	2	2	2	2	2	2	2	2
어디서 그런 얘길 들었어?	2	2	2	2	2	2	2	2	2	2
그러지 말고.	2	2	2	2	2	2	2	2	2	2
소문 다 퍼졌어.	2	2	2	2	2	2	2	2	2	2
모두들 그 얘기야.	2	2	2	2	2	2	2	2	2	2
그래 자네 말이 맞아.	2	2	2	2	2	2	2	2	2	2
자랑하는 건 아니지만 제니는 지적인만큼 아름답기도 해.	2	2	2	2	2	2	2	2	2	2
참 제니가 자네 뭘 보고 좋아하는지 모르겠어.	2	2	2	2	2	2	2	2	2	2
나도 모르긴 하지만 어쨌든 그녀는 평생 한 번밖에 못 만나볼만한 그런 사람이야.	2	2	2	2	2	2	2	2	2	2
이제 두 사람 함께 자주 보겠네.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
아빠, 속도 좀 낮추세요.	2	2	2	2	2	2	2	2	2	2
알았어.	2	2	2	2	2	2	2	2	2	2
아빠가 과속할 때 저는 정말 무서워요.	2	2	2	2	2	2	1	2	0	2
미안하다, 미나야.	2	2	2	2	2	2	0	2	2	2
제한 속도를 꼭 지킬게.	2	2	2	2	2	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
열이 안 내리네.	2	2	2	2	2	2	2	2	2	2
이틀동안 거의 아무것도 안드셨다면서요?	2	2	2	2	2	2	2	2	2	2
그럼 안돼요.	2	2	2	2	2	2	0	2	2	2
감기몸살엔 약보다 자기체력으로 이겨내게 잘 드셔야 돼요.	2	2	2	2	2	2	0	2	2	2
안 넘어가도 이따 뭐 좀 꼭 드시고 이 약 한 봉 드세요.	2	2	2	2	2	2	0	2	2	2
알았다..	2	2	2	2	2	2	2	2	2	2
근데 저 사람은 누구냐..?	2	2	2	2	2	2	2	2	2	2
네?	2	2	2	2	2	2	2	2	2	2
누구요?	2	2	2	2	2	2	2	2	2	2
저기..물구나무 선 사람..왜 저러고 있어?	2	2	2	2	2	2	2	2	2	2
누구야..?	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
애미가 귀엽다고 생각하세요?	2	2	2	2	2	2	2	2	2	2
아니오.	2	2	2	2	2	2	2	2	2	2
오히려 좀 못생긴 편이죠.	2	2	2	2	2	2	1	2	2	2
맞아요, 하지만 사진을 잘 받아요.	2	2	2	2	2	2	2	2	2	2
네, 그녀는 사진을 잘 받는다고 제가 얘기 했잖아요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
안녕 앨런.	2	2	2	2	2	2	2	2	2	2
안녕 마크.	2	2	2	2	2	2	2	2	2	2
어떻게 지내?	2	2	2	2	2	2	2	2	2	2
잘 지내.	2	2	2	2	2	2	2	2	2	2
자네 아직도 가르치는 일 하지?	2	2	2	2	2	2	2	2	2	2
그렇지.	2	2	2	2	2	2	2	2	2	2
그건 어때?	2	2	2	2	2	2	2	2	2	2
괜찮아.	2	2	2	2	2	2	2	2	2	2
하지만 요즘엔 파트 타임만 일해.	2	2	2	2	2	2	2	2	2	2
더 일하고 싶은 거야?	2	2	2	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
자네 가게에 일손이 필요하면 나좀 생각해줘.	2	2	2	2	0	2	2	2	2	2
부수입이 좀 필요해.	2	2	2	2	2	2	2	2	2	2
주말에 일손이 좀 필요할지도 모르는데.	2	2	2	2	2	2	2	2	2	2
그러면 나한테 알려줘.	2	2	2	2	2	2	2	2	2	2
내가 적당한 사람일 거야.	2	2	2	2	0	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
새 과외선생이랑은 좀 친해졌어?	2	2	2	2	2	2	2	2	2	2
선생은 무슨..개 구라 사기꾼인데..	2	2	2	2	2	2	1	2	2	2
왜 사기꾼이야?	2	2	2	2	2	2	2	2	2	2
저번에 나 싸울때 옆에서 깝치다 맞은거 멍들지도 않았는데 멍들었다고 뻥치 다가 나한테 딱 걸렸잖아.	2	2	2	2	2	2	1	2	2	2
어..	2	2	2	2	2	2	2	2	2	2
한달만 하고 확 짤라 버릴거야 쯧.	2	2	2	2	2	2	1	2	2	2
겜방이나 가자.	2	2	1	2	2	2	2	2	2	2
야, 아직 안 먹었어 아 뜨거..	2	2	2	2	2	2	2	2	0	2
같이 가~	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
테리 봤어?	2	2	2	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
지각하고 그러는 사람이 아닌데.	2	2	2	2	2	2	2	2	2	2
전화 한 번 해보지 그래?	2	2	2	2	2	2	2	2	2	2
했지.	2	2	2	2	2	2	2	2	2	2
근데 집 전화는 안 받고 휴대폰은 아예 없어.	2	2	2	2	2	2	2	2	2	2
길이 막혀서 그러는 지도 모르지.	2	2	2	2	2	2	2	2	2	2
운전 안 해.	2	2	2	2	2	2	2	2	2	2
어딜 가든 버스 타고 다니잖아.	2	2	2	2	2	2	2	2	2	2
버스가 늦게 왔을 수도 있잖아.	2	2	2	2	2	2	2	2	2	2
그럴 지도 모르겠다.	2	2	2	2	2	2	2	2	2	2
틀림없이 곧 올 거야.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
새로 온 비서 봤어?	2	2	2	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
하는 수 없이 옷이 눈에 띠더군.	2	2	2	2	2	2	2	2	2	2
몸이 드러나는 옷이야 그렇지 않아?	2	2	2	2	2	2	2	2	2	2
직장에서 볼만한 수위는 넘는 것 같아.	2	2	2	2	2	2	1	2	2	2
사장이 비서를 불러 얘기할까?	2	2	2	2	2	2	2	2	2	2
누군가 해야지.	2	2	2	2	2	2	2	2	2	2
그런 옷은 직장에 어울리는 옷이 아냐.	2	2	2	2	2	2	1	2	2	2
좀 자제해야 되는 건 확실해.	2	2	2	2	2	2	2	2	2	2
어쩌면 다른 여자들이 얘기해야 할 것 같아.	2	2	2	2	2	2	2	2	2	2
좋은 생각이야.	2	2	2	2	2	2	2	2	2	2
매릴린이 오늘 얘기할 수 있는지 물어볼게.	2	2	2	2	2	2	2	2	2	2
매릴린하고 친구사이니까.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
요즘 공원에서 뛰는 모습을 못본지 좀 됐어요.	2	2	2	2	2	2	2	2	2	2
아주 바빴어요.	2	2	2	2	2	2	2	2	2	2
무슨 일로요?	2	2	2	2	2	2	2	2	2	2
일도 바빴고 아내가 학교를 시작하는 일을 돕느라고요.	2	2	0	2	0	2	2	2	2	2
어머 어떤 학교죠?	0	2	2	2	2	2	2	2	2	2
무숙자 자녀들을 위한 학교죠.	2	2	2	2	2	2	2	2	2	2
너무나 훌륭한 구상이군요!	2	2	2	2	2	2	0	0	2	2
고마워요.	2	2	2	2	2	2	2	2	2	2
아내가 할 일이 많아요.	2	2	2	2	2	2	2	2	2	2
도울 게 조금이라도 있으면 저한테도 연락주세요.	2	2	2	2	0	2	0	2	2	2
고마워요 캐리.	2	2	2	2	2	2	0	0	2	2
그럴게요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
아깐 정말 감사했어요.	2	2	2	2	2	2	0	2	2	2
뭘요.	2	2	2	2	2	2	2	2	2	2
나중에 제가 커피 한번 쏠게요.	2	2	2	2	2	2	0	2	2	2
네.	2	2	2	2	2	2	2	2	2	2
저기 혹시 시간 되면 영화 보러 안갈래요?	2	2	2	2	2	2	0	2	2	2
영화요?	2	2	2	2	2	2	2	2	2	2
공짜표가 생겼는데.	2	2	2	2	2	2	2	2	2	2
아무도 안간다 그래서..	2	2	2	2	2	2	2	2	2	2
혼자 보러 가긴 좀 그렇구..	2	2	2	2	2	2	2	2	2	2
무슨 영환데요?	2	2	2	2	2	2	2	2	2	2
미스터 로빈후드 꼬시기..라고.	2	2	2	2	2	2	2	2	2	2
어?	2	2	2	2	2	2	2	2	2	2
그거 나 되게 보고 싶었던 건데..	2	2	2	2	0	2	2	2	2	2
좋아요.	2	2	2	2	2	2	2	2	2	2
어 잘됐다.	2	2	2	2	2	2	2	2	2	2
언제 마쳐요?	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
새 직장은 어때?	2	2	2	2	2	2	2	2	2	2
아직까진 좋아.	2	2	2	2	2	2	2	2	2	2
힘들게 하는 사람은 없고?	2	2	2	2	2	2	2	2	2	2
아직은 없지만 언제든지 날 괴롭게 하는 사람은 있는 법이니까.	2	2	2	2	1	2	2	2	2	2
너는 분명히 감당해낼 수 있을 거야.	2	2	2	2	2	2	2	2	2	2
나도 그랬으면 좋겠어.	2	2	2	2	2	2	2	2	2	2
그럴 수 없으면 언제든지 그만 두고 다른 일을 찾으면 되잖아.	0	2	2	2	2	2	2	2	2	2
그럴 필요가 없으면 좋겠어.	2	2	2	2	2	2	2	2	2	2
난 이 일이 좋거든.	2	2	0	2	2	2	2	2	2	2
그래 ?	2	2	2	2	2	2	2	2	2	2
응 그래.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
요즘 Jackie 본적 있어?	2	2	2	2	2	2	2	2	2	2
진짜 오랫동안 못 본 것 같네.	2	2	2	2	2	2	2	2	2	2
아, Jackie 지금 출산휴가 중이야.	2	2	2	2	2	2	2	2	2	2
정말?	2	2	2	2	2	2	2	2	2	2
난 Jackie가 임신한 줄도 몰랐었어!	2	2	2	2	2	2	2	2	2	2
너무 좋은 소식이다!	2	2	2	2	2	2	0	2	2	2
티가 거의 안 나서 우리 부서 많은 사람들이 몰랐었어.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
고지서는 쌓여만 가고, 힘에 벅차네.	2	2	2	2	2	2	2	2	2	2
너무 겁먹어봤자 도움이 안돼.	2	2	2	2	0	2	2	2	2	2
침착하라구.	2	2	2	2	0	2	2	2	2	2
정리를 좀 할 필요가 있어.	2	2	2	2	2	2	2	2	2	2
지금 실정으로는, 난 온통 뒤죽박죽이야.	2	2	2	2	2	2	2	2	2	2
바로 그거야. 우선 처리할 것들을 정하고, 차근차근 해결하면 돼.	2	2	2	2	0	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
네 일 다 끝나면, 저녁 먹자.	2	2	2	2	2	2	2	2	2	2
다 마치려면 9시는 넘어야 할텐데, 그건 좀 어려울 텐데.	2	2	2	2	2	2	2	2	2	2
몇 시가 되든 간에, 먹기는 먹어야 하잖아?	2	2	2	2	2	2	2	2	2	2
그러라면 그래야죠. 그럼 그 때 봐.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
우리 이번 주에 드라이브 가자.	0	2	2	2	0	2	2	2	2	2
10월이 가을단풍 구경하기 최고의 달이라는데.	2	2	2	2	2	2	2	2	2	2
완전 가고 싶어!	0	2	2	2	0	2	2	2	2	2
단풍 절정 시즌이 2주정도밖에 안 된다고 들었어.	2	2	2	2	2	2	2	2	2	2
그럴 거야.	2	2	2	2	2	2	2	2	2	2
한국의 단풍은 진짜 멋져.	2	2	2	2	2	2	2	2	2	2
그렇다면, 놓칠 수 없지!	0	2	2	2	0	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
아까 방세 올리는 줄 알고 완전 철렁했네.	2	2	2	2	2	2	2	2	2	2
근데 그 할아버진 왜 남의 집 방세 올리라 마라 난리야?	2	2	2	2	2	2	2	2	2	2
농담하신 거잖아.	2	2	2	2	2	2	0	2	2	2
농담이라도 듣는 사람 입장 곤란하잖아.	2	2	2	2	2	2	2	2	2	2
미스터 순대.	2	2	2	2	2	2	2	2	2	2
원래 좀 그래.	2	2	2	2	2	2	2	2	2	2
와이드 오지랖.	2	2	2	2	2	2	2	2	2	2
근데 우리집 방세 사실 다른 집에 비해 그렇게 싼 편도 아니지 않아?	2	2	2	2	2	2	2	2	2	2
별로 안 싸.	2	2	2	2	2	2	2	2	2	2
비싼건 아니지만 유별나게 더 싼 것도 아니야.	2	2	2	2	2	2	2	2	2	2
그런데도 아줌마 꼭 우리 위해서 모든 거 다 헌신하는 사람처럼 말하는거 진짜 좀 오글거리지 않냐?	2	2	2	2	2	2	1	2	2	2
진짜 좀 오바하는 건 있어.	2	2	2	2	2	2	2	2	2	2
퍽퍽퍽!!	2	2	2	2	2	2	2	2	2	2
에라이!	2	2	2	2	2	2	2	2	2	2
퍽퍽퍽!	2	2	2	2	2	2	2	2	2	2
오빠 문자 왔다.	2	2	2	2	2	2	2	2	2	2
어?	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
Dave씨.	2	2	2	2	2	2	2	2	2	2
30분 늦으셨어요.	2	2	2	2	2	2	2	2	2	2
너무 죄송해요.	2	2	2	2	2	2	2	2	2	2
안 오는 것보단 낫잖아요, 그죠?^^	2	2	2	2	0	2	2	2	2	2
안 웃겨요.	2	2	2	2	2	2	1	2	2	2
늦어서 진짜 미안해요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
참 맛있게 먹었다.	2	2	2	2	2	2	2	2	2	2
맛이 괜찮았어?	2	2	2	2	2	2	2	2	2	2
그럼.	2	2	2	2	2	2	2	2	2	2
아주 맛있었어.	2	2	2	2	2	2	2	2	2	2
여기 멕시칸 음식은 다 맛있어.	2	2	2	2	2	2	2	2	2	2
잘 먹었다니 다행이다.	2	2	2	2	2	2	0	2	2	2
어쨌든 오늘은 내가 낼께.	2	2	2	2	0	2	0	2	2	2
안돼!	2	2	2	2	2	2	2	2	2	2
이번엔 내가 낼 차례야.	2	2	2	2	2	2	0	2	2	2
이리 줘!	2	2	2	2	2	2	2	2	2	2
지난주에 내가 발표하는 걸 도와줬잖아.	2	2	2	2	0	2	0	2	2	2
오늘은 내가 살께.	2	2	2	2	0	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
밤 삶은 거 더 없어요?	2	2	2	2	2	2	2	2	2	2
한번 먹으니까 계속 들어가네.	2	2	2	2	2	2	2	2	2	2
더 있어.	2	2	2	2	2	2	2	2	2	2
너 그럴 줄 알고 내가 한 가마니 삶아놨어.	2	2	2	2	2	2	0	2	2	2
역시 우리 엄마.	2	2	2	2	0	2	2	2	2	2
센스 짱이시라니까.	2	2	2	2	0	2	2	0	2	2
짱!	2	2	2	2	0	2	2	2	2	2
짱!	2	2	2	2	0	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
제가 누굴 사겨요?	2	2	2	2	2	2	2	2	2	2
걔가 오해한거예요..	2	2	2	2	2	2	2	2	2	2
네?	2	2	2	2	2	2	2	2	2	2
사기당한 얘기까지 지 입으로 해요..?	2	2	2	2	2	2	2	2	2	2
네?	2	2	2	2	2	2	2	2	2	2
준이를 키운다구요?	2	2	2	2	2	2	2	2	2	2
지가 무슨 능 력이 있어서 애를 키워요 괜히 하는 소리지..지금 가요 아버지 좀 진정시키세요.	2	2	2	2	2	2	1	2	2	2
신지가 부모님한테 전화했대요?	2	2	2	2	2	2	2	2	2	2
그새를 못참고 또 사고 쳤네요...	2	2	2	2	2	2	2	2	2	2
걔가 그런 앱니다..	2	2	2	2	2	2	1	2	2	2
집에 난리나서 가봐야겠네요 걔 들어오면 연락주세요.	2	2	2	2	2	2	2	2	2	2
네.	2	2	2	2	2	2	2	2	2	2
안녕히 가세요..	2	2	2	2	2	2	2	2	2	2
저래갖구 다시 잘 될까...?	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
야 형 말발 짱!	2	2	2	2	2	2	2	2	2	2
인정!	2	2	2	2	2	2	2	2	2	2
와 이렇게 구원을 받네..	2	2	2	2	2	2	2	2	2	2
진짜 태어나서 형한테 도움받 아보긴 처음이다 처음.	2	2	2	2	0	2	2	2	2	2
고마워 형!	2	2	2	2	2	2	2	2	2	2
만원 모자라잖아.	2	2	2	2	2	2	2	2	2	2
어떻게 된거야?	2	2	2	2	2	2	2	2	2	2
만원은 썼지..	2	2	2	2	2	2	2	2	2	2
진짜 다 챙길려구?	2	2	2	2	2	2	2	2	2	2
다음달꺼에서 뺀다.	2	2	2	2	2	2	2	2	2	2
독해...	2	2	2	2	2	2	2	2	2	2
하..	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
노려보지 마세요 저 마음 약하걸랑요	2	2	2	2	1	2	2	2	2	2
야 그렇구나 마음이 약하구나~	2	2	2	2	2	2	2	2	2	2
저도 괴로와요 그러니까 신지랑 빨리 합의해서 전세금 돌려주세요.	2	2	2	2	2	2	2	2	0	2
받으면 방 뺀다니까요.	2	2	2	2	2	2	2	2	2	2
연락이 안되니까 그렇죠!	2	2	2	2	2	2	2	2	2	2
연락이 안된다구요!	2	2	2	2	2	2	2	2	2	2
도대체 그 기집애는 모스크바에서 뭘 하고 자빠졌는 지..!	2	2	2	2	2	2	1	1	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
네.	2	2	2	2	2	2	2	2	2	2
바로 어제 시작했습니다.	2	2	2	2	2	2	2	2	2	2
전 론이라고 해요.	2	2	2	2	2	2	2	2	2	2
여기 사정을 알려줄 사람이 필요할 겁니다.	2	2	2	2	2	2	2	2	2	2
전 빅터에요.	2	2	2	2	2	2	2	2	2	2
